"평점","날짜","시간대","월","요일","요금","주"
5,"2017-06-30","브런치","June","Friday",10000,"주말"
1,"2017-06-30","브런치","June","Friday",10000,"주말"
6,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
7,"2017-06-30","브런치","June","Friday",10000,"주말"
1,"2017-06-30","브런치","June","Friday",10000,"주말"
7,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
1,"2017-06-30","브런치","June","Friday",10000,"주말"
6,"2017-06-30","브런치","June","Friday",10000,"주말"
1,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
7,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
4,"2017-06-30","브런치","June","Friday",10000,"주말"
6,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
7,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
7,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
1,"2017-06-30","브런치","June","Friday",10000,"주말"
1,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
5,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
7,"2017-06-30","브런치","June","Friday",10000,"주말"
4,"2017-06-30","브런치","June","Friday",10000,"주말"
7,"2017-06-30","브런치","June","Friday",10000,"주말"
7,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
7,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
6,"2017-06-30","브런치","June","Friday",10000,"주말"
7,"2017-06-30","브런치","June","Friday",10000,"주말"
7,"2017-06-30","브런치","June","Friday",10000,"주말"
4,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
7,"2017-06-30","브런치","June","Friday",10000,"주말"
6,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
6,"2017-06-30","브런치","June","Friday",10000,"주말"
7,"2017-06-30","브런치","June","Friday",10000,"주말"
1,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
6,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
6,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
7,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
1,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
6,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
1,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
1,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
1,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
1,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
5,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
1,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
5,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
7,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
4,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
5,"2017-06-30","브런치","June","Friday",10000,"주말"
6,"2017-06-30","브런치","June","Friday",10000,"주말"
6,"2017-06-30","브런치","June","Friday",10000,"주말"
5,"2017-06-30","브런치","June","Friday",10000,"주말"
7,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
9,"2017-06-30","브런치","June","Friday",10000,"주말"
8,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
10,"2017-06-30","브런치","June","Friday",10000,"주말"
1,"2017-06-30","모닝","June","Friday",7000,"주말"
3,"2017-06-30","모닝","June","Friday",7000,"주말"
4,"2017-06-30","모닝","June","Friday",7000,"주말"
1,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
1,"2017-06-30","모닝","June","Friday",7000,"주말"
9,"2017-06-30","모닝","June","Friday",7000,"주말"
9,"2017-06-30","모닝","June","Friday",7000,"주말"
9,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
8,"2017-06-30","모닝","June","Friday",7000,"주말"
6,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
3,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
9,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
9,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
8,"2017-06-30","모닝","June","Friday",7000,"주말"
9,"2017-06-30","모닝","June","Friday",7000,"주말"
7,"2017-06-30","모닝","June","Friday",7000,"주말"
2,"2017-06-30","모닝","June","Friday",7000,"주말"
8,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
6,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
9,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
8,"2017-06-30","모닝","June","Friday",7000,"주말"
8,"2017-06-30","모닝","June","Friday",7000,"주말"
1,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
9,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
5,"2017-06-30","모닝","June","Friday",7000,"주말"
8,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
9,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
9,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
5,"2017-06-30","모닝","June","Friday",7000,"주말"
7,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
6,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
1,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
6,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
7,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
7,"2017-06-30","모닝","June","Friday",7000,"주말"
9,"2017-06-30","모닝","June","Friday",7000,"주말"
9,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
8,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
8,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
7,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
7,"2017-06-30","모닝","June","Friday",7000,"주말"
5,"2017-06-30","모닝","June","Friday",7000,"주말"
9,"2017-06-30","모닝","June","Friday",7000,"주말"
4,"2017-06-30","모닝","June","Friday",7000,"주말"
1,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
2,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
9,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
10,"2017-06-30","모닝","June","Friday",7000,"주말"
5,"2017-06-30","모닝","June","Friday",7000,"주말"
7,"2017-06-30","모닝","June","Friday",7000,"주말"
